,titles
240,B83a. How old were you the first time (you told a doctor other than a psychiatrist about your spells or attacks)? Code YEARS OLD (01-55) 
241,"B84. Did a doctor other than a psychiatrist ever prescribe medication for you because of your spells or attacks? DEFINITION: ""Prescribe"" means a doctor's prescription needs to be handed to a pharmacist to obtain the medication. "
242,B84a. How old were you the first time (a doctor other than a psychiatrist prescribed medication for you because of your spells or attacks)? Code YEARS OLD (01-55) 
243,"B85. Did a doctor other than a psychiatrist ever advise you to see a mental health specialist (someone like a psychiatrist, psychologist or social worker) about your spells or attacks? "
244,B85a. How old were you the first time (a doctor other than a psychiatrist advised you to see a mental health specialist)? Code YEARS OLD (01-55) 
245,"B86. Did you ever see a mental health specialist about your spells or attacks? (By mental health specialist we mean psychiatrists, psychologists, or social workers.) "
246,B86a. How old were you the first time (you saw a mental health specialist about your spells or attacks)? Code YEARS OLD (01-55) 
247,"B87. Did you ever see any other professional about your spells or attacks? (Other professionals include nurses, rabbis, priests, ministers and counselors.) "
248,B87a. How old were you the first time [you saw any other professional about your spells or attacks)? Code YEARS OLD (01-55) 
249,"B88. Did you ever take medication more than once because of your spells or attacks? DEFINITION: ""Medication"" refers to medicine obtained anywhere--over-the-counter, from a friend, prescribed by a doctor, obtained illegally, etc. "
250,B88a. How old were you the first time (you took medication more than once because of your spells or attacks)? Code YEARS OLD (01-55) 
251,"B89. How much did your spells or attacks ever interfere with your life or activities--a lot, some, a little, or not at all? "
252,B90. INTERVIEWER CHECKPOINT 
253,B91. INTERVIEWER CHECKPOINT 
254,B92. Were your spells or attacks ever due to physical illness or injury? 
255,B93. Were the spells or attacks always due to (ILLNESS/INJURY)? 
256,"B94. When they were not due to (ILLNESS/INJURY)], were the spells or attacks always due to taking medications, drugs, or alcohol? "
257,"B95. Did your spells or attacks ever occur at times in your life when you were drinking alcohol or using drugs more than usual? DEFINITION: ""Drugs"" include prescription drugs used without a doctor's prescription or more than prescribed, as well as illegal drugs. "
258,B95a. Did the spells or attacks always occur at times in your life when you were drinking or using drugs more than usual? 
259,B95b. Which one would start first--the spells or attacks or the increase in drinking or drug use? 
260,B96. Did you ever drink more than usual or use drugs not prescribed by a doctor or in greater amounts than prescribed to help you feel better during the spells or attacks? 
261,B96a. Did this help you feel better? 
262,B97. INTERVIEWER CHECKPOINT 
263,B98. Did your spells or attacks ever occur when you were... B98a. ...in a crowd or standing in line? 
264,B98. Did your spells or attacks ever occur when you were... B98b. ...leaving your home or being alone away from home? 
265,B98. Did your spells or attacks ever occur when you were... B98c. ...in a public place? 
266,"B98. Did your spells or attacks ever occur when you were... B98d. ...riding in cars, trains or buses? "
267,B98. Did your spells or attacks ever occur when you were... B98e. ...crossing a bridge? 
268,B99. INTERVIEWER CHECKPOINT 
269,B99a. Did the spells or attacks occur every time you were in (this/these) situation(s)? 
270,B99b. Did they occur most of the times your were in (this/these) situation(s)? 
271,B99c. Did the attacks ever occur other than in (this/these) situation(s)? 
272,B100. INTERVIEWER CHECKPOINT 
273,B100a. INTERVIEWER QUERY 
274,"B101. Earlier you mentioned you have had periods of six months or more of feeling worried or anxious. During one of those periods, did you worry about things that were not likely to happen? "
275,B101a. Did you worry a great deal over things that were not really serious? 
276,"B102. During any of those periods of worry or anxiety, did you ever have different worries on your mind at the same time? "
277,B102a. Were any of your worries about what other people might do or what might happen to them? 
278,B102c. INTERVIEWER CHECKPOINT 
279,"B103. The next few questions are about some reactions you might have had when you were worried or anxious--reactions that could not be entirely explained by a physical illness or injury. When you were worried or anxious, were you also... B103a. ...easily startled? (#1) "
280,"B103. The next few questions are about some reactions you might have had when you were worried or anxious--reactions that could not be entirely explained by a physical illness or injury. When you were worried or anxious, were you also... B103b. ...trembly or shaky? (#2) "
281,"B103. The next few questions are about some reactions you might have had when you were worried or anxious--reactions that could not be entirely explained by a physical illness or injury. When you were worried or anxious, were you also... B103c. ...restless? (#3) "
282,"B103. The next few questions are about some reactions you might have had when you were worried or anxious--reactions that could not be entirely explained by a physical illness or injury. When you were worried or anxious, were you also... B103d. ...bothered by tense, sore, or aching muscles? (#4) "
283,"B103. The next few questions are about some reactions you might have had when you were worried or anxious--reactions that could not be entirely explained by a physical illness or injury. When you were worried or anxious, were you also... B103e. ...keyed up or on edge? (#5) "
284,"B103. The next few questions are about some reactions you might have had when you were worried or anxious--reactions that could not be entirely explained by a physical illness or injury. When you were worried or anxious, were you also... B103f. ...particularly irritable? (#6) "
285,"B103. The next few questions are about some reactions you might have had when you were worried or anxious--reactions that could not be entirely explained by a physical illness or injury. When you were worried or anxious, were you also... B103g. ...aware of your heart pounding or racing? (#7) "
286,"B103. The next few questions are about some reactions you might have had when you were worried or anxious--reactions that could not be entirely explained by a physical illness or injury. When you were worried or anxious, were you also... B103h. ...short of breath or felt like you were smothering? (#8) "
287,"B103. The next few questions are about some reactions you might have had when you were worried or anxious--reactions that could not be entirely explained by a physical illness or injury. When you were worried or anxious, were you also... B103i. ...easily tired? (#9) "
288,"B103. The next few questions are about some reactions you might have had when you were worried or anxious--reactions that could not be entirely explained by a physical illness or injury. When you were worried or anxious, were you also... B103j. ...cold and clammy hands? (#10) "
